Title,Artist,Nationality,BeginDate,EndDate,Gender,Date,Department
\Plate (folio 29) from\ Geometric Figures within Geometric Figures,Sol LeWitt,(American),(1928),(2007),(Male),1976,Prints & Illustrated Books
"""Schwarzbronzit B"" Water Tumbler",Josef Hoffmann,(Austrian),(1870),(1956),(Male),1910,Architecture & Design
Port du Louvre,Eugène Atget,(French),(1857),(1927),(Male),1911,Photography
"Povest' o ryzhem Motele, gospodine inspektore, ravvine Isaie, i komissare Blokh",Konstantin Rotov,(),,,(Male),1926,Prints & Illustrated Books
"Seated Figure of a Girl (Femme assise de profile, a droit, un genou plie, un genou releve)",Aristide Maillol,(French),(1861),(1944),(Male),(1926),Prints & Illustrated Books
Madonnenfigur (Madonna Figure),Katharina Fritsch,(German),(1956),,(Female),1982,Prints & Illustrated Books
"Plate (folio 52) from Six Geometric Figures and All Their Combinations, Volume I",Sol LeWitt,(American),(1928),(2007),(Male),1980,Prints & Illustrated Books
Corned Beef from The Last Supper,Damien Hirst,(British),(1965),,(Male),1999,Prints & Illustrated Books
Bowl,Edward Moulthrop,(American),(1916),,(Male),1984,Architecture & Design
DISTANT VIEW OF DAMASCUS,Francis Frith,(British),(1822),(1898),(Male),1857,Photography
Standing Woman with Drapery,Gaston Lachaise,(American),(1882),(1935),(Male),c. 1929-1931,Drawings
Door A (Porte A),Marcel Broodthaers,(Belgian),(1924),(1976),(Male),1969,Prints & Illustrated Books
Untitled from Favorite Objects,Christian Boltanski,(French),(1944),,(Male),1998,Prints & Illustrated Books
Modernist dollhouse furniture,Unknown,(Nationality unknown),,,(),1930s,Architecture & Design
Middle-class Family,August Sander,(German),(1876),(1964),(Male),1924,Photography
Kopciuch,Marcin Stajewski,(Polish),(1938),,(Male),1980,Architecture & Design
"Israel & Vietnam, The Horrors of War, A Dedication to Goya",Rudolf Schoofs,(German),,,(Male),(1968),Prints & Illustrated Books
The Ferry,Alvin Langdon Coburn,(American),(1882),(1966),(Male),1910,Photography
Kubus Stacking Storage Containers,Wilhelm Wagenfeld,(German),(1900),(1990),(Male),1938,Architecture & Design
They Will Not Be Separated Again,Louise Bourgeois,(American),(1911),(2010),(Female),c. 2004,Prints & Illustrated Books
Leger's Studio with Assistant,André Kertész,(American),(1894),(1985),(Male),1927,Photography
"Tutokumula, Valley of the Yosemite. (The Great Chief) ""El Capitan"" 3500 Feet High",Eadweard J. Muybridge,(American),(1830),(1904),(Male),1872,Photography
Untitled,Philip Guston,(American),(1913),(1980),(Male),1980,Drawings
"Vagina Painting, performed during Perpetual Fluxfest, Cinematheque, New York, July 4, 1965",Shigeko Kubota,(Japanese),(1937),(2015),(Female),1965,Prints & Illustrated Books
"Approximate Locations Near Ingólfsfjall, Iceland",Eve Andrée Laramée,(American),(1956),,(Female),1993,Drawings
Braids (Zopfe),Arnulf Rainer,(Austrian),(1929),,(Male),(1966),Drawings
Friends,Malick Sidibé,(Malian),(1936),(2016),(Male),1976,Photography
I-S LXXIIb Homage to the Square and I-S LXXIIa Homage to the Square,Josef Albers,(American),(1888),(1976),(Male),1972,Prints & Illustrated Books
Residents MTV Stringer Report,Residents,(American),(1972),,(),1981,Film
Adaptive,Franz West,(Austrian),(1947),(2012),(Male),c. 1983,Painting & Sculpture
"The Rape of Europa, II",Jacques Lipchitz,(American),(1891),(1973),(Male),1938,Painting & Sculpture
"Salt-encrusted Rock, Point Lobos",Edward Weston,(American),(1886),(1958),(Male),1942,Photography
In-text plate (page 136) from OEUVRES,Gustave Doré,(French),(1832),(1883),(Male),1854,Prints & Illustrated Books
"Leonard Farber and Miss Universe, Convention of the International Council of Shopping Centers, Miami Beach, Florida",Rosalind Fox Solomon,(American),(1930),,(Female),1972,Photography
Woodnotes Textile,Ritva Puotila,(Finnish),(1935),,(Female),1987-1991,Architecture & Design
Oceania I,John Walker,(British),(1939),,(Male),1981-1982,Painting & Sculpture
"Barracuda (plate, folio 19) from A Little Book of Natural History",Leonard Baskin,(American),(1922),(2000),(Male),1951,Prints & Illustrated Books
Fluxus 1,Various Artists,(),,,(),c. 1966,Prints & Illustrated Books
Untitled,Katy Schimert,(American),(1963),,(Female),2003,Drawings
"Imperial Exposition of the German Textile and Garment Industry, Berlin, Germany (Plans, elevations, and sections. Two tables.)",Lilly Reich,(German),(1885),(1947),(Female),1937,Architecture & Design
Mask of Fear,Paul Klee,(German),(1879),(1940),(Male),1932,Painting & Sculpture
Title page from SAINTE MONIQUE,Pierre Bonnard,(French),(1867),(1947),(Male),1920-1930,Prints & Illustrated Books
Untitled Tool Series,Jim Dine,(American),(1935),,(Male),1973,Drawings
Symphony #269 from The Thousand Symphonies,Dick Higgins,(American),(1938),(1998),(Male),1968,Prints & Illustrated Books
Salt Water (L'eau salée) from Magic Mirror (Le miroir magique),Jean Hugo,(French),(1894),(1984),(Male),(1927),Prints & Illustrated Books
When the Fur Flies,General Idea,(Canadian),,,(Male),1988,Prints & Illustrated Books
"Untitled (plate, folio 49-50) from Poetry of Sappho",Julie Mehretu,(American),(1970),,(Female),2011,Prints & Illustrated Books
"Boat and Two Fishing Rods, Gatchino",Unknown,(),,,(),1903-1908,Photography
Lotus,Franz West,(Austrian),(1947),(2012),(Male),2006,Painting & Sculpture
"Kneeling Girl (Knieendes Mädchen) (plate, loose leaf) from the periodical Das Kunstblatt, vol. 1, no. 12 (Dec 1917)",Jakob (Jack) Friedrich Bollschweiler,(German),(1888),(1938),(Male),1917,Prints & Illustrated Books
Untitled from Keffieyeh,Tsibi Geva,(Israeli),(1951),,(Male),1992,Prints & Illustrated Books
Odalisque,Brassaï (Gyula Halász),(French),(1899),(1984),(Male),1934-1935,Photography
Festons und Dekorative Gruppen,Unknown,(),,,(),1893,Photography
"Silk Administration Building, project, Krefeld, Germany (Perspective of rear elevation)",Ludwig Mies van der Rohe,(American),(1886),(1969),(Male),1938,Architecture & Design
Gentle as the Clouds,Richard Kemble,(American),(1932),(2007),(Male),(1987),Prints & Illustrated Books
Horses Raped by Women,Raymond Pettibon,(American),(1957),,(Male),1986,Prints & Illustrated Books
Square Cluny,Eugène Atget,(French),(1857),(1927),(Male),1907,Photography
Nobody Came to the Circus,John Lurie,(American),(1952),,(Male),(2004),Drawings
For Thine / is the kingdom (Denn Dein / ist das Reich) from The Lord's Prayer (Das Vater Unser),Max Pechstein,(German),(1881),(1955),(Male),1921,Prints & Illustrated Books
CHEESE from the portfolio SOUVENIRS,Omar Rayo,(Colombian),(1928),(2010),(Male),1965,Prints & Illustrated Books
New York Hot - New York Cold,Paul Etienne Lincoln,(British),(1959),,(Male),1990,Prints & Illustrated Books
Plate (page 9) from IO E ALTRO,Roberto Barni,(Italian),(1939),,(Male),1991,Prints & Illustrated Books
La Monnaie,Eugène Atget,(French),(1857),(1927),(Male),1905-1906,Photography
"Eleanor and Barbara, Chicago",Harry Callahan,(American),(1912),(1999),(Male),1953,Photography
Untitled,Rudy Burckhardt,(American),(1914),(1999),(Male),1940,Photography
"Beech Trees near Pebble Beach, Mt. Kineo, Maine",John G. Bullock,(American),(1854),(1939),(Male),1885,Photography
"Indian Institute of Management, Ahmedabad, India, Plan and elevation sketches of classroom building",Louis I. Kahn,(American),(1901),(1974),(Male),1963,Architecture & Design
Chicago,Harry Callahan,(American),(1912),(1999),(Male),1948,Photography
Somebody’s SoHo,Ben Kinmont,(American),(1963),,(Male),1997,Prints & Illustrated Books
Tank Talk,Aleksandra Mir,(American),(1967),,(Female),2003,Prints & Illustrated Books
Plate (folio 16) from Estampas del Popol-Vuh,Carlos Mérida,(Guatemalan),(1891),(1984),(Male),1943,Prints & Illustrated Books
Vase,Josef Hoffmann,(Austrian),(1870),(1956),(Male),c. 1938,Architecture & Design
Ancien Hôtel Laverdy. Annexe de la Monnaie,Eugène Atget,(French),(1857),(1927),(Male),1905-1906,Photography
"Wrapper front from LA BAGUE D'AURORE, Suite",Joan Miró,(Spanish),(1893),(1983),(Male),1957,Prints & Illustrated Books
"Flux Mystery Food, performed during Fluxus Festival of Total Art and Comportment, Nice, July 26, 1963",Ben Vautier,(French),(1935),,(Male),1963,Fluxus Collection
Untitled,Allyson Strafella,(American),(1969),,(Female),(1995),Drawings
Two Frame Arc,Robert Cumming,(American),(1943),,(Male),1985,Prints & Illustrated Books
"Joe James at Westwego Fireman's Hall.  Westwego, Louisiana",Lee Friedlander,(American),(1934),,(Male),1958,Photography
The Patroness,Peggy Bacon,(American),(1895),(1987),(Female),1927,Prints & Illustrated Books
The Handshake,Ben Shahn,(American),(1898),(1969),(Male),1942,Prints & Illustrated Books
Cat,Roman Signer,(Swiss),(1938),,(Male),1979,Media and Performance Art
Ambiguous Beauty (Aimai-no-bi),Yasumasa Morimura,(Japanese),(1951),,(Male),1995,Prints & Illustrated Books
"First Federal Savings Building Project, Miami, FL, Preliminary sketch of site plan. Scheme A",Ludwig Mies van der Rohe,(American),(1886),(1969),(Male),1962,Architecture & Design
Untitled from Vanish,Sol LeWitt,(American),(1928),(2007),(Male),1994,Prints & Illustrated Books
Tumbler,Umberto Nason,(Italian),(1889),(1964),(Male),1954,Architecture & Design
The Crucifixion (Christus am Kreuz) from the series The Passion (Die Passion),Oskar Kokoschka,(Austrian),(1886),(1980),(Male),(1916),Prints & Illustrated Books
Untitled from Vertical Horizontals,Hedda Sterne,(American),(1910),,(Female),1967,Prints & Illustrated Books
Khristolyubivoe voinstvo (Christian Host) from Misticheskie obrazy voiny. 14 litografii (Mystical Images of War: Fourteen Lithographs),Natalia Goncharova,(Russian),(1881),(1962),(Female),1914,Prints & Illustrated Books
"Mil nubes de paz cercan el cielo, amor, jamás acabarás de ser amor (A Thousand Peace Clouds Encircle the Sky)",Julián Hernández,(Mexican),(1972),,(Male),2003,Film
Untitled,Susan Te Kahurangi King,(New Zealander),(1951),,(Female),c. 1985-1989,Drawings
Xilogravura Popular do Nordeste,José Costa Leite,(Brazilian),,,(Male),(1968),Prints & Illustrated Books
"Cab Accident, High Holborn, London",Paul Martin,(British),(1864),(1944),(Male),1893-1896,Photography
A Clean New Race,Juan Downey,(Chilean),(1940),(1993),(Male),(1970),Drawings
Untitled (page from Sump),Jerome Neuner,(American),(1945),,(Male),1994,Photography
Manhole,Joseph Dankowski,(American),(1932),(2010),(Male),1969-1971,Photography
Cookie Cutter,Hutzler Manufacturing Co.,(American),(1938),,(),c. 1942,Architecture & Design
"Second Born, Berkeley",Dorothea Lange,(American),(1895),(1965),(Female),1955,Photography
"Dynamis 3, Dynamis",Joseph Beuys,(German),(1921),(1986),(Male),1960,Drawings
"Vieille Cour, 22 rue Saint-Sauveur",Eugène Atget,(French),(1857),(1927),(Male),1914,Photography
Architecture Panoramas,Jan Dibbets,(Dutch),(1941),,(Male),1971,Photography
Recto/Verso #11,Robert Heinecken,(American),(1931),(2006),(Male),1988,Photography
"Paper Piece, Festival of Misfits, ICA, London, October 23- November 8, 1962",Benjamin Patterson,(American),(1934),(2016),(Male),1962,Prints & Illustrated Books
"The Bathers, large plate (Les baigneurs, grand planche)",Paul Cézanne,(French),(1839),(1906),(Male),1899,Prints & Illustrated Books
"George Jean Nathan and H.L. Mencken, New York",Irving Penn,(American),(1917),(2009),(Male),1947,Photography
"Proof of 2nd color for Plate 12 (supplementary suite, plate 144) from FOUR TALES FROM THE ARABIAN NIGHTS",Marc Chagall,(French),(1887),(1985),(Male),1941-1948,Prints & Illustrated Books
Self Portrait,Alvin Langdon Coburn,(American),(1882),(1966),(Male),1905,Photography
Untitled #30,José Antonio Suárez Londoño,(Colombian),(1955),,(Male),1979-1984,Prints & Illustrated Books
Sweet Sweetback's Baadasssss Song,Melvin Van Peebles,(American),(1932),,(Male),1971,Film
Theater of the Earth (Théâtre du sol) from Phenomena (Les Phénomènes),Jean Dubuffet,(French),(1901),(1985),(Male),1959,Prints & Illustrated Books
"Duplicate of Yseult (supplementary suite, plate 25) from D'Ariane à Zoé",Alfred Lombard,(French),(1884),(1973),(Male),1930,Prints & Illustrated Books
Stone Panel with Black Marble Inlay,John Storrs,(American),(1885),(1956),(Male),1920-1921,Painting & Sculpture
Publisher,August Sander,(German),(1876),(1964),(Male),1924,Photography
"Bauhausbücher 5, Piet Mondrian: Neue Gestaltung",László Moholy-Nagy,(American),(1895),(1946),(Male),1924,Architecture & Design
Plate (page 55) from LES PETITES FLEURS,Émile Bernard,(French),(1868),(1941),(Male),1928,Prints & Illustrated Books
MYTO chair,Konstantin Grcic,(German),(1965),,(Male),2007,Architecture & Design
Disabled Waggoner,August Sander,(German),(1876),(1964),(Male),1930,Photography
Popular Print for the First Poligraphic Triennial of San Juan: Latin America & the Caribbean,Álvaro Barrios,(Colombian),(1945),,(Male),2004,Prints & Illustrated Books
In-text plate (page 25) from CENDRILLON,Jules Pascin,(American),(1885),(1930),(Male),1929,Prints & Illustrated Books
In-text plate (folio 56) from LE BESTIAIRE,Roger Chastel,(French),(1897),(1981),(Male),1948,Prints & Illustrated Books
1996 No. 11-15,Fang Lijun,(Chinese),(1963),,(Male),1996,Prints & Illustrated Books
Bulb,Elizabeth Murray,(American),(1940),(2007),(Female),1993,Prints & Illustrated Books
Lys,Eugène Atget,(French),(1857),(1927),(Male),1915-1919,Photography
Silvered Circle,Jose Antonio Fernández-Muro,(Argentine),(1920),,(Male),1962,Painting & Sculpture
Her Sides of Me,Christopher Wilmarth,(American),(1943),(1987),(Male),1969,Drawings
"Duplicate of Georgina (supplementary suite, plate 7) from D'Ariane à Zoé",Raoul Dufy,(French),(1877),(1953),(Male),1930,Prints & Illustrated Books
Physiology: Class studying the stomach,Frances Benjamin Johnston,(American),(1864),(1952),(Female),1899-1900,Photography
Pleasant Park Profile Rock,William Henry Jackson,(American),(1843),(1942),(Male),1869-1875,Photography
TOMORROW'S SAINT from the portfolio TWELVE ETCHINGS,William Gropper,(American),(1897),(1977),(Male),1965,Prints & Illustrated Books
"The Brown Sisters, Brookline, Massachusetts",Nicholas Nixon,(American),(1947),,(Male),1999,Photography
"PRUNING THE TREES (plate; volume I, page 195) from LES GÉORGIQUES (GEORGICA)",André Dunoyer de Segonzac,(French),(1884),(1974),(Male),1933-1947,Prints & Illustrated Books
Various Small Fires from Book Covers,Edward Ruscha,(American),(1937),,(Male),1970,Prints & Illustrated Books
"Izbran. Stikhi, 1912-1922 (Selected Verse, 1912-1922)",Aleksandr Rodchenko,(Russian),(1891),(1956),(Male),1923,Prints & Illustrated Books
"Manilov and Tchitchikov at the Doorstep (Manilov et Tchitchikov sur le seuil de la porte), plate IX (supplementary suite) from Les Âmes mortes",Marc Chagall,(French),(1887),(1985),(Male),1923-1948,Prints & Illustrated Books
8 from 0–9,Jasper Johns,(American),(1930),,(Male),2013,Prints & Illustrated Books
Plate (folio 60) from LYRIK,A.R. Penck (Ralf Winkler),(German),(1939),(2017),(Male),1987,Prints & Illustrated Books
"Duplicate of Hippolyte (supplementary suite, plate 8) from D'Ariane à Zoé",Raymonde Heudebert,(French),(1905),(1991),(Male),1930,Prints & Illustrated Books
Dognat' i peregnat' v tekhniko-ekonomicheskom otnoshenii peredovye kapitalisticheskie strany v 10 let. 70 kartinnye diagrammna otkrytkakh,Unknown,(),,,(),1931,Prints & Illustrated Books
Death to Traitors from Peace is Patriotic,William Frederick Weege III,(American),(1935),,(Male),1967,Prints & Illustrated Books
"Spider, plate 11 of 11, from the illustrated book, He Disappeared into Complete Silence, second edition",Louise Bourgeois,(American),(1911),(2010),(Female),2001,Prints & Illustrated Books
VIEILLE MAISON. 38 RUE BERTON,Eugène Atget,(French),(1857),(1927),(Male),1913,Photography
"2 from the series 1,2,3,4",Brice Marden,(American),(1938),,(Male),1983,Prints & Illustrated Books
"SHEEP (in-text plate, volume II, page 33) from LES GÉORGIQUES",Aristide Maillol,(French),(1861),(1944),(Male),1908-1950,Prints & Illustrated Books
Boy with Dog (Junge mit Hund),Renée Sintenis,(German),(1888),(1965),(Female),(c. 1923),Prints & Illustrated Books
In-text plate (folio 19) from CENT COMPTINES,Pierre Roy,(French),(1880),(1950),(Male),1922-1926,Prints & Illustrated Books
Untitled,Unknown,(),,,(),c. 1938-1960,Photography
Stairs II,Umbo (Otto Umbehr),(German),(1902),(1980),(Male),1929-1931,Photography
Catholic Wandervögel Hikers in the Old Mill at Zons,August Sander,(German),(1876),(1964),(Male),1928,Photography
"Ni znakhar', ni bog, ni angely boga - krest'ianstvu ne podmoga (Neither Healer, nor God, nor the Angels of God Are Any Help to the Peasantry)",Vladimir Mayakovsky,(Russian),(1893),(1930),(Male),1923,Prints & Illustrated Books
"Cleveland, Ohio",Lee Friedlander,(American),(1934),,(Male),1980,Photography
The Last Soldier,George Grosz,(American),(1893),(1959),(Male),1937,Drawings
"Untitled (Diamonds in Circle), trial proof",Louise Bourgeois,(American),(1911),(2010),(Female),(2002),Prints & Illustrated Books
Tailpiece (page 61) from 3 PETITES FILLES DANS LA RUE,Jules Pascin,(American),(1885),(1930),(Male),1925,Prints & Illustrated Books
Tailpiece (page 18) from HISTOIRE NATURELLE,Démétrius Emmanuel Galanis,(French),(1882),(1966),(Male),1939,Prints & Illustrated Books
Art of this Century letterhead (Letter to Mrs. Hodges from Peggy Guggenheim),Unknown,(Nationality unknown),,,(),1946,Architecture & Design
Luxembourg,Eugène Atget,(French),(1857),(1927),(Male),1899,Photography
Double page in-text plate (folios 25 and 26) from ANULAR,Antoni Tàpies,(Spanish),(1923),(2012),(Male),1981,Prints & Illustrated Books
Shadowgraphs,Terry Winters,(American),(1949),,(Male),2002,Prints & Illustrated Books
Hair,Louise Bourgeois,(American),(1911),(2010),(Female),1999,Prints & Illustrated Books
"Miró, Oeuvres Graphique",Joan Miró,(Spanish),(1893),(1983),(Male),1965,Architecture & Design
Werbe-Bau,Max Burchartz,(German),(1887),(1961),(Male),1925-1926,Architecture & Design
"ILLUSTRATED CHAPTER TITLE (pictorial border, page 7) from APHORISMES ET VARIÉTÉS",Raoul Dufy,(French),(1877),(1953),(Male),1938-1940,Prints & Illustrated Books
"SALUTE FIRST..., plate VI (folio 763) from CRIMES ET CHÂTIMENTS",Félix Vallotton,(French),(1865),(1925),(Male),1901-1902,Prints & Illustrated Books
Real Women Have Curves,Patricia Cardoso,(Colombian),,,(Female),2002,Film
Plate (folio 22) from ACORDE,Vicente Rojo,(Spanish),(1932),,(Male),1979,Prints & Illustrated Books
"Peru, Number 13",Neil Maurer,(American),(1941),,(Male),1976,Photography
Untitled,Zeke Berman,(American),(1951),,(Male),1984,Photography
Preschool dariole mould from Book Drafts,Rosemarie Trockel,(German),(1952),,(Female),1996,Drawings
Untitled,Michael Mazur,(American),(1935),(2009),(Male),1968,Prints & Illustrated Books
Untitled,Josef Koudelka,(Czech),(1938),,(Male),1962-1968,Photography
Plate (page 389) from LES PETITES FLEURS,Émile Bernard,(French),(1868),(1941),(Male),1928,Prints & Illustrated Books
Versailles--Hercules and Telephus by Jean-Baptiste Jouvenet,Eugène Atget,(French),(1857),(1927),(Male),1923-1924,Photography
The Tarot Cards,Zush (Alberto Porta),(Spanish),(1946),,(Male),1976-1979,Drawings
"Ancien Couvent de l'Abbaye aux Bois, 16 Rue de Sèvres",Eugène Atget,(French),(1857),(1927),(Male),1905-1906,Photography
"Untitled. (Dance series, Jacob's Pillow, Beckett, Mass.)",Leslie Starobin,(American),(1955),,(Female),1989,Photography
Images of Éloges,Helene Fesenmaier,(American),(1937),(2013),(Female),1979,Prints & Illustrated Books
Louise Balthy from Portraits of Actors and Actresses: Thirteen Lithographs (Portraits d'Acteurs & Actrices: Treize Lithographies),Henri de Toulouse-Lautrec,(French),(1864),(1901),(Male),1898,Prints & Illustrated Books
Kinesias and Myrrhina (Cinésias et Myrrhine) from Lysistrata,Pablo Picasso,(Spanish),(1881),(1973),(Male),1934,Prints & Illustrated Books
In-text plate (page 306) from LA 628-E8,Pierre Bonnard,(French),(1867),(1947),(Male),1908,Prints & Illustrated Books
Programmed Picture,Herbert W. Kapitzki,(Nationality unknown),,,(Male),1964,Prints & Illustrated Books
"From Lookout Mountain, Colorado",Robert Adams,(American),(1937),,(Male),1970,Photography
Crossed Eye,Nicolás Paris,(Colombian),(1977),,(Male),2008,Drawings
Brothers,Aaron Siskind,(American),(1903),(1991),(Male),c. 1937,Photography
Ohio Landscape,Clarence H. White,(American),(1871),(1925),(Male),c. 1900,Photography
Supplementary drawing from L'ÉVANGILE,Léo Marchutz,(French),(1903),(1976),(Male),1947-1949,Prints & Illustrated Books
"Baiting the Bull, plate 10 from the illustrated book La Tauromaquia",Pablo Picasso,(Spanish),(1881),(1973),(Male),1957-1959,Prints & Illustrated Books
Take the 5:10 to Dreamland,Bruce Conner,(American),(1933),(2008),(Male),1977,Film
Sunburn,Edward Steichen,(American),(1879),(1973),(Male),c. 1925,Photography
Headpiece (page 103) from PASSION,Georges Rouault,(French),(1871),(1958),(Male),1928-1939,Prints & Illustrated Books
"E. L. Marting House, Northampton Township, Ohio Project (Ground-floor plan and details)",Frank Lloyd Wright,(American),(1867),(1959),(Male),1947,Architecture & Design
Back cover from S'EZD KOMITETOV DEREVENSKOJ BEDNOTY (CONGRESS OF COMMITTEES OF PEASANT POVERTY),Kazimir Malevich,(Russian),(1878),(1935),(Male),1918,Prints & Illustrated Books
Plate (facing page 13) from Flaques,Kurt Seligmann,(American),(1900),(1962),(Male),1935,Prints & Illustrated Books
In-text plate (page 107) from DAPHNIS ET CHLOÉ,Pierre Bonnard,(French),(1867),(1947),(Male),1902,Prints & Illustrated Books
"Bull Leaving the Bull Pen, plate 5 from the illustrated book La Tauromaquia",Pablo Picasso,(Spanish),(1881),(1973),(Male),1957-1959,Prints & Illustrated Books
Untitled (Tool),Lee Lozano,(American),(1930),(1999),(Female),c. 1964,Drawings
"Butte, Montana",Lee Friedlander,(American),(1934),,(Male),1970,Photography
Untitled #87,José Antonio Suárez Londoño,(Colombian),(1955),,(Male),1994,Prints & Illustrated Books
"St. Mark's Tower in the Bouwerie, project, New York, NY (Perspective cutaway of a duplex apartment, 1930)",Frank Lloyd Wright,(American),(1867),(1959),(Male),1927-1931,Architecture & Design
Unknown Female,Andy Warhol,(American),(1928),(1987),(Male),(c. 1957),Drawings
New York,Garry Winogrand,(American),(1928),(1984),(Male),1961,Photography
Untitled from Iris Print-out Portrait,Les Levine,(American),(1935),,(Male),1969,Prints & Illustrated Books
Time Flowers from the series Nails,James Rosenquist,(American),(1933),(2017),(Male),1974,Prints & Illustrated Books
Untitled from the series Interval (Entreacto),Tania Bruguera,(Cuban),(1968),,(Female),1994,Prints & Illustrated Books
"ESSENTIAL INTERIORIZATION WITH HORIZONTAL READINGS, plate 5 (folio 28) from 10 CONDIZIONI LINEARI DI SEGNALETICA ALEATORIA",Pic Adrian,(Romanian),(1910),,(Male),1970,Prints & Illustrated Books
Untitled from The Test of the Title (Le Test du titre),Pierre Alechinsky,(Belgian),(1927),,(Male),1966,Prints & Illustrated Books
Arms over knees from The Nude Man,Beth Van Hoesen,(American),(1926),(2010),(Female),1965,Prints & Illustrated Books
Tailpiece (page 64) from PANTAGRUEL,André Derain,(French),(1880),(1954),(Male),1943,Prints & Illustrated Books
Plate (folio 13) from SKETCHBOOK 1982,Roger Brown,(American),(1941),(1997),(Male),1983,Prints & Illustrated Books
Egypt - Village,Hazel Kingsbury,(American),(1907),(1982),(Female),1959,Photography
Bowl,Lucie Rie,(British),(1902),(1995),(Female),c. 1953,Architecture & Design
In-text plate (page 318) from THE WORKS,Edward Burne-Jones,(British),(1833),(1898),(Male),1893-1896,Prints & Illustrated Books
Plate (facing page 58) from Les Chants de Maldoror,Salvador Dalí,(Spanish),(1904),(1989),(Male),1934,Prints & Illustrated Books
Dr. No,Rodney Graham,(Canadian),(1949),,(Male),1991,Prints & Illustrated Books
The Razorback Bunch (Etching V),Robert Rauschenberg,(American),(1925),(2008),(Male),1982,Prints & Illustrated Books
Untitled,Jasper Johns,(American),(1930),,(Male),1981,Drawings
Fabric Sample,Richard Riemerschmid,(German),(1868),(1957),(Male),c. 1905,Architecture & Design
"Untitled, no. 29 of 34, from the illustrated book, Ode à l'Oubli",Louise Bourgeois,(American),(1911),(2010),(Female),2004,Prints & Illustrated Books
Turtle,Octave Landuyt,(Belgian),(1922),,(Male),1957,Drawings
Plate 12 (folio 10 verso) from STAMPED INDELIBLY,Claes Oldenburg,(American),(1929),,(Male),1967,Prints & Illustrated Books
Poster for an exhibition of works by Hosiasson at Kootz Gallery,Elaine Lustig Cohen,(American),(1927),(2016),(Female),1958,Architecture & Design
Untitled,Nadezhda Udal'tsova,(Russian),(1886),(1961),(Female),(1916),Drawings
"Kitchen Wall, Alabama Farmstead",Walker Evans,(American),(1903),(1975),(Male),1936,Photography
Marcel Duchamp,Jacques Villon,(French),(1875),(1963),(Male),1953,Prints & Illustrated Books
"Pittsburgh, Pennsylvania",Lee Friedlander,(American),(1934),,(Male),1979,Photography
100 Years,Hans-Peter Feldmann,(German),(1941),,(Male),2001,Photography
Untitled,Mikhail Larionov,(Russian),(1881),(1964),(Male),(1913-1914),Prints & Illustrated Books
Seated Nude,Charles Despiau,(French),(1874),(1946),(Male),(1929),Drawings
The Ladders,Louise Bourgeois,(American),(1911),(2010),(Female),2006,Prints & Illustrated Books
"Yellowstone National Park, Wyoming",Lee Friedlander,(American),(1934),,(Male),1996,Photography
"CLOUDS, plate IV (folio 12) from ELEMENTS",Roger Vieillard,(French),(1907),(1989),(Male),1957,Prints & Illustrated Books
"Guardian, Cinecitta, Rome",William Klein,(American),(1928),,(Male),1956,Photography
Untitled,Dirk Bell,(German),(1969),,(Male),2001,Drawings
Beach House Project,Robert Venturi,(American),(1925),,(Male),c. 1959,Architecture & Design
Plate (facing page X) from LES MINUTES DE SABLE MÉMORIAL,Alfred Jarry,(French),(1873),(1907),(Male),1894,Prints & Illustrated Books
In-text plate (page 163) from DAPHNIS ET CHLOÉ,Pierre Bonnard,(French),(1867),(1947),(Male),1902,Prints & Illustrated Books
"May Day, Moscow",Diego Rivera,(Mexican),(1886),(1957),(Male),1928,Drawings
The Temple from the North,Captain William de Wiveleslie Abney,(British),(1843),(1920),(Male),1876,Photography
Skirts,Clare Strand,(British),(1973),,(Female),2011,Photography
Plate (facing page 557) from L'ODYSSÉE,Émile Bernard,(French),(1868),(1941),(Male),1930,Prints & Illustrated Books
"Untitled, plate 11 of 14, from the portfolio, Autobiographical Series",Louise Bourgeois,(American),(1911),(2010),(Female),1993,Prints & Illustrated Books
"Designs for a mural in the mechanical engineering pavilion at the All Russian Exhibition of Agriculture, Crafts, and Industry, Moscow, Design for Mechanical Engineering Pavilion",Alexandra Exter,(Russian),(1882),(1949),(Female),1923,Drawings
Incident at Anakie,Laurence Daws,(Australian),,,(Male),(1965),Prints & Illustrated Books
Plate (folio 13) from 2 POEMAS,Antonio Frasconi,(American),(1919),(2013),(Male),1953,Prints & Illustrated Books
East Side Public School. A Class in the Condemned Essex Market School. Gas burning by day,Jacob August Riis,(American),(1849),(1914),(Male),1888-1895,Photography
Yes We Can,Faith Hubley,(American),(1924),(2001),(Female),1989,Film
Headpiece (page 175) from L'IMITATION DE JÉSUS-CHRIST,Maurice Denis,(French),(1870),(1943),(Male),1893-1903,Prints & Illustrated Books
"Fagus-Werk, Karl Benscheidt",Johannes Molzahn,(German),(1892),(1965),(Male),1922,Architecture & Design
Noah's Ark,Shalom Of Safed (Shalom Moskowitz),(Israeli),(1895),(1980),(Male),(1965),Drawings
Transeunte (Passerby),Eryk Rocha,(Brazilian),(1978),,(Male),2011,Film
Clarification Piece,Lee Lozano,(American),(1930),(1999),(Female),1969,Drawings
Untitled from Favorite Objects,Christian Boltanski,(French),(1944),,(Male),1998,Prints & Illustrated Books
Busoni Chart for HPSCHD (with Lejaren Hiller),John Cage,(American),(1912),(1992),(Male),1969,Drawings
