Record ID,Institute,WorkArea,CESSATION YEAR,Reason for ceasing employment,Contributing Factors. Career Move - Public Sector ,Contributing Factors. Career Move - Private Sector ,Contributing Factors. Career Move - Self-employment,Contributing Factors. Ill Health,Contributing Factors. Maternity/Family,Contributing Factors. Dissatisfaction,Contributing Factors. Job Dissatisfaction,Contributing Factors. Interpersonal Conflict,Contributing Factors. Study,Contributing Factors. Travel,Contributing Factors. Other,Contributing Factors. NONE,Main Factor. Which of these was the main factor for leaving?,InstituteViews. Topic:1. I feel the senior leadership had a clear vision and direction,InstituteViews. Topic:2. I was given access to skills training to help me do my job better,InstituteViews. Topic:3. I was given adequate opportunities for personal development,InstituteViews. Topic:4. I was given adequate opportunities for promotion within %Institute]Q25LBL%,InstituteViews. Topic:5. I felt the salary for the job was right for the responsibilities I had,InstituteViews. Topic:6. The organisation recognised when staff did good work,InstituteViews. Topic:7. Management was generally supportive of me,InstituteViews. Topic:8. Management was generally supportive of my team,InstituteViews. Topic:9. I was kept informed of the changes in the organisation which would affect me,InstituteViews. Topic:10. Staff morale was positive within the Institute,InstituteViews. Topic:11. If I had a workplace issue it was dealt with quickly,InstituteViews. Topic:12. If I had a workplace issue it was dealt with efficiently,InstituteViews. Topic:13. If I had a workplace issue it was dealt with discreetly,WorkUnitViews. Topic:14. I was satisfied with the quality of the management and supervision within my work unit,WorkUnitViews. Topic:15. I worked well with my colleagues,WorkUnitViews. Topic:16. My job was challenging and interesting,WorkUnitViews. Topic:17. I was encouraged to use my initiative in the course of my work,WorkUnitViews. Topic:18. I had sufficient contact with other people in my job,WorkUnitViews. Topic:19. I was given adequate support and co-operation by my peers to enable me to do my job,WorkUnitViews. Topic:20. I was able to use the full range of my skills in my job,WorkUnitViews. Topic:21. I was able to use the full range of my abilities in my job. ; Category:Level of Agreement; Question:YOUR VIEWS ABOUT YOUR WORK UNIT],WorkUnitViews. Topic:22. I was able to use the full range of my knowledge in my job,WorkUnitViews. Topic:23. My job provided sufficient variety,WorkUnitViews. Topic:24. I was able to cope with the level of stress and pressure in my job,WorkUnitViews. Topic:25. My job allowed me to balance the demands of work and family to my satisfaction,WorkUnitViews. Topic:26. My supervisor gave me adequate personal recognition and feedback on my performance,"WorkUnitViews. Topic:27. My working environment was satisfactory e.g. sufficient space, good lighting, suitable seating and working area",WorkUnitViews. Topic:28. I was given the opportunity to mentor and coach others in order for me to pass on my skills and knowledge prior to my cessation date,WorkUnitViews. Topic:29. There was adequate communication between staff in my unit,WorkUnitViews. Topic:30. Staff morale was positive within my work unit,Induction. Did you undertake Workplace Induction?,InductionInfo. Topic:Did you undertake a Corporate Induction?,InductionInfo. Topic:Did you undertake a Institute Induction?,InductionInfo. Topic: Did you undertake Team Induction?,InductionInfo. Face to Face Topic:Did you undertake a Corporate Induction; Category:How it was conducted?,InductionInfo. On-line Topic:Did you undertake a Corporate Induction; Category:How it was conducted?,InductionInfo. Induction Manual Topic:Did you undertake a Corporate Induction?,InductionInfo. Face to Face Topic:Did you undertake a Institute Induction?,InductionInfo. On-line Topic:Did you undertake a Institute Induction?,InductionInfo. Induction Manual Topic:Did you undertake a Institute Induction?,InductionInfo. Face to Face Topic: Did you undertake Team Induction; Category?,InductionInfo. On-line Topic: Did you undertake Team Induction?process you undertook and how it was conducted.],InductionInfo. Induction Manual Topic: Did you undertake Team Induction?,Workplace. Topic:Did you and your Manager develop a Performance and Professional Development Plan (PPDP)?,Workplace. Topic:Does your workplace promote a work culture free from all forms of unlawful discrimination?,Workplace. Topic:Does your workplace promote and practice the principles of employment equity?,Workplace. Topic:Does your workplace value the diversity of its employees?,Workplace. Topic:Would you recommend the Institute as an employer to others?,Gender. What is your Gender?,CurrentAge. Current Age,Employment Type. Employment Type,Classification. Classification,LengthofServiceOverall. Overall Length of Service at Institute (in years),LengthofServiceCurrent. Length of Service at current workplace (in years)
6.34907090363594E+017,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012,Contract Expired,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Neutral,Agree,Agree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Neutral,Disagree,Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Neutral,Yes,Yes,Yes,Yes,-,On-line,-,-,-,Induction Manual,-,-,Induction Manual,No,Yes,Yes,No,Yes,Female,36  40,Contract/casual,Administration (AO),Less than 1 year,Less than 1 year
6.34907124987812E+017,Southern Queensland Institute of TAFE,Delivery (teaching),2012,Resignation,-,Career Move - Private Sector,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,Career Move - Private Sector,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Disagree,Neutral,Disagree,Neutral,Agree,Strongly Disagree,Yes,Yes,Yes,Yes,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,No,Yes,Yes,No,No,Female,51-55,Permanent Full-time,Teacher (including LVT),7-10,7-10
6.34907791983427E+017,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012,Retrenchment/ Redundancy,,,,,,,,,,,,,,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Agree,Neutral,Strongly Disagree,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Disagree,Disagree,Neutral,Agree,Neutral,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Yes,Yes,Yes,No,-,-,-,-,-,-,-,-,-,Yes,Yes,Yes,Yes,Yes,Male,56 or older,Permanent Full-time,Administration (AO),11-20,11-20
6.34907915528428E+017,Southern Queensland Institute of TAFE,Delivery (teaching),2013,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Agree,Neutral,No,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Female,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
6.34907979681875E+017,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012,Retrenchment/ Redundancy,,,,,,,,,,,,,,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Yes,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,Yes,Yes,Yes,Yes,Yes,Female,46  50,Permanent Full-time,Administration (AO),11-20,11-20
6.34908638162969E+017,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012,Resignation,-,Career Move - Private Sector,-,-,-,Contributing Factors. Dissatisfaction ,-,Interpersonal Conflict,-,-,-,-,Career Move - Private Sector,Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Neutral,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Agree,Strongly Disagree,No,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Female,21  25,Contract/casual,Administration (AO),3-4,1-2
6.34908664012656E+017,Brisbane North Institute of TAFE,Non-Delivery (corporate),2013,Retirement,-,-,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Yes,No,Yes,No,-,-,-,Face to Face,-,-,-,-,-,Yes,Yes,Yes,Yes,No,Female,56 or older,Permanent Part-time,Administration (AO),More than 20 years,More than 20 years
6.34908792602334E+017,Brisbane North Institute of TAFE,Non-Delivery (corporate),2013,Transfer,-,-,-,-,-,-,-,-,-,-,Other,-,,Agree,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Yes,Yes,Yes,Yes,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Female,36  40,Permanent Part-time,Administration (AO),7-10,3-4
6.34908806102646E+017,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2013,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,Yes,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Male,56 or older,Permanent Part-time,Professional Officer (PO),11-20,11-20
6.34908831659365E+017,Brisbane North Institute of TAFE,Delivery (teaching),2012,Resignation,-,-,Career Move - Self-employment,-,-,-,-,-,-,-,-,-,,Agree,Disagree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Yes,Yes,Yes,Yes,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Female,46  50,Temporary Part-time,Workplace Training Officer,1-2,1-2
6.3490952044375E+017,Southern Queensland Institute of TAFE,Delivery (teaching),2012,Retrenchment/ Redundancy,,,,,,,,,,,,,,Agree,Neutral,Disagree,Neutral,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,,Disagree,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,No,,,,,,,,,,,,,No,Yes,Yes,Yes,Yes,Female,56 or older,Permanent Full-time,Teacher (including LVT),11-20,11-20
6.34909553840625E+017,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2013,Retrenchment/ Redundancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.34910338362021E+017,Central Queensland Institute of TAFE,Delivery (teaching),2012,Retrenchment/ Redundancy,,,,,,,,,,,,,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Yes,No,No,Yes,-,-,-,-,-,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Female,56 or older,Permanent Part-time,Teacher (including LVT),11-20,11-20
6.34910521751084E+017,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012,Retrenchment/ Redundancy,,,,,,,,,,,,,,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Yes,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,Yes,Yes,Yes,Yes,Yes,Male,31  35,Temporary Full-time,Operational (OO),3-4,3-4
6.34912966024531E+017,Central Queensland Institute of TAFE,Delivery (teaching),2012,Retrenchment/ Redundancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.34914735879219E+017,Tropical North Institute of TAFE,Non-Delivery (corporate),2012,Retrenchment/ Redundancy,,,,,,,,,,,,,,Neutral,Agree,Neutral,Disagree,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Yes,Yes,Yes,Yes,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,Yes,Yes,No,Yes,Yes,Female,56 or older,Permanent Full-time,Administration (AO),11-20,11-20
6.34915560890625E+017,Central Queensland Institute of TAFE,Non-Delivery (corporate),2013,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,-,-,,Agree,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Not Applicable,Not Applicable,Not Applicable,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Yes,Yes,Yes,Yes,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,No,Yes,Yes,Yes,Yes,,,,,,
6.34932864696524E+017,Southern Queensland Institute of TAFE,Delivery (teaching),2012,Resignation,-,Career Move - Private Sector,Career Move - Self-employment,-,-,-,-,-,-,-,-,-,Career Move - Self-employment,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Yes,Yes,Yes,Yes,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,No,Yes,Yes,Yes,Yes,Male,36  40,Permanent Full-time,Teacher (including LVT),5-6,3-4
6.34933010519531E+017,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2013,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,,Disagree,Disagree,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Neutral,Yes,No,Yes,Yes,-,-,-,Face to Face,-,-,Face to Face,-,-,No,Yes,Yes,No,No,Female,46  50,Permanent Full-time,Administration (AO),7-10,7-10
6.34937260824531E+017,Central Queensland Institute of TAFE,Delivery (teaching),2012,Contract Expired,,,,,,,,,,,,,,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,No,,,,,,,,,,,,,No,Yes,No,,No,Female,51-55,Permanent Part-time,Teacher (including LVT),Less than 1 year,Less than 1 year
6.34937512037812E+017,Southern Queensland Institute of TAFE,Delivery (teaching),2013,Resignation,Career Move - Public Sector,-,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,-,-,-,Dissatisfaction with %[Institute]Q25LBL%,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Agree,Neutral,Agree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Yes,Yes,Yes,Yes,Face to Face,-,Induction Manual,Face to Face,-,Induction Manual,Face to Face,-,-,Yes,Yes,Yes,Yes,No,,,,,,
6.34938047980781E+017,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2013,Resignation,-,-,-,Ill Health,-,-,-,-,-,-,Other,-,Ill Health,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Yes,Yes,Yes,Yes,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Female,41  45,Contract/casual,Administration (AO),3-4,3-4
6.34938094787656E+017,Southern Queensland Institute of TAFE,Delivery (teaching),2012,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,-,-,-,,Strongly Disagree,Agree,Agree,Neutral,Neutral,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Strongly Disagree,Neutral,Disagree,Agree,Disagree,Yes,No,Yes,No,-,-,-,-,-,-,-,-,-,Yes,Yes,Yes,Yes,No,Male,41  45,Permanent Full-time,Teacher (including LVT),5-6,5-6
6.34938351431992E+017,Tropical North Institute of TAFE,Delivery (teaching),2013,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,Other,-,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.34939029600274E+017,Brisbane North Institute of TAFE,Non-Delivery (corporate),2013,Retrenchment/ Redundancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.34940601409024E+017,Southern Queensland Institute of TAFE,Delivery (teaching),2013,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,,Agree,Agree,Neutral,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,,Agree,Agree,Agree,Agree,Agree,Agree,Not Applicable,Strongly Agree,Strongly Agree,Yes,,Yes,No,-,-,-,Face to Face,On-line,-,-,-,-,Yes,Yes,Yes,No,No,Female,56 or older,Permanent Full-time,Teacher (including LVT),5-6,5-6
6.34940705807812E+017,Brisbane North Institute of TAFE,Non-Delivery (corporate),2013,Retrenchment/ Redundancy,,,,,,,,,,,,,,Disagree,Neutral,Neutral,Disagree,Agree,Neutral,Disagree,Agree,Neutral,Strongly Disagree,Disagree,Disagree,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Yes,,Yes,,-,-,-,-,-,-,-,-,-,Yes,Yes,Yes,Yes,No,,,,,,
6.34940842995156E+017,Tropical North Institute of TAFE,Non-Delivery (corporate),2013,Retrenchment/ Redundancy,,,,,,,,,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,Yes,-,On-line,-,Face to Face,-,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Female,56 or older,Permanent Full-time,Administration (AO),11-20,11-20
6.34944345534531E+017,Southern Queensland Institute of TAFE,Delivery (teaching),2013,Retrenchment/ Redundancy,,,,,,,,,,,,,,Neutral,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,,Yes,,-,-,-,Face to Face,-,-,-,-,-,,,,,,Male,56 or older,Permanent Part-time,Teacher (including LVT),7-10,7-10
6.34945048175625E+017,Brisbane North Institute of TAFE,Delivery (teaching),2013,Resignation,-,-,-,-,Maternity/Family,-,-,-,-,-,Other,-,Maternity/Family,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Yes,,,,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,No,Yes,Yes,Yes,Yes,Female,41  45,Permanent Part-time,Teacher (including LVT),3-4,3-4
6.34945136067187E+017,Brisbane North Institute of TAFE,Delivery (teaching),2013,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,Other,-,Other,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Yes,No,Yes,No,-,-,-,Face to Face,-,-,-,-,-,Yes,Yes,Yes,Yes,Yes,Female,36  40,Temporary Full-time,Teacher (including LVT),5-6,5-6
6.34951129892031E+017,Central Queensland Institute of TAFE,Delivery (teaching),2013,Resignation,-,-,-,-,-,-,-,-,-,-,-,NONE,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,Yes,Yes,Yes,-,On-line,-,-,On-line,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Male,31  35,Permanent Full-time,Teacher (including LVT),3-4,1-2
6.34951997495625E+017,Brisbane North Institute of TAFE,Delivery (teaching),2013,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,No,Yes,No,-,-,-,-,-,-,-,-,-,No,Yes,Yes,Yes,Yes,Female,46  50,Temporary Full-time,Teacher (including LVT),5-6,5-6
6.34957134796993E+017,Brisbane North Institute of TAFE,Non-Delivery (corporate),2013,Transfer,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.34958140455899E+017,Tropical North Institute of TAFE,Non-Delivery (corporate),2013,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Disagree,Disagree,Neutral,Yes,No,Yes,No,-,-,-,-,On-line,-,-,-,-,Yes,Yes,Yes,No,Yes,Male,46  50,Temporary Full-time,Administration (AO),3-4,3-4
6.34964112426563E+017,Brisbane North Institute of TAFE,Non-Delivery (corporate),2013,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,Yes,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,No,Yes,Yes,Yes,Yes,Female,21  25,Temporary Full-time,Administration (AO),3-4,1-2
6.34969167674375E+017,Brisbane North Institute of TAFE,Delivery (teaching),2013,Resignation,-,-,-,Ill Health,-,Contributing Factors. Dissatisfaction ,-,-,-,Travel,Other,-,Other,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Strongly Disagree,Disagree,Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Disagree,Disagree,Agree,Agree,Disagree,Yes,No,Yes,No,-,-,-,Face to Face,-,-,-,-,-,Yes,Yes,Yes,Yes,Yes,Female,56 or older,Permanent Part-time,Teacher (including LVT),11-20,11-20
6.34970182194493E+017,Mount Isa Institute of TAFE,Delivery (teaching),2013,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Yes,Yes,Yes,No,Face to Face,-,-,Face to Face,-,-,-,-,-,No,Yes,Yes,Yes,Yes,Male,51-55,Permanent Full-time,Teacher (including LVT),1-2,1-2
6.34973559823868E+017,Central Queensland Institute of TAFE,Non-Delivery (corporate),2013,Retrenchment/ Redundancy,,,,,,,,,,,,,,Strongly Disagree,Neutral,Agree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Not Applicable,Agree,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Yes,Yes,Yes,Yes,-,-,Induction Manual,-,-,Induction Manual,-,-,Induction Manual,No,No,No,No,No,Male,51-55,Permanent Full-time,Administration (AO),More than 20 years,More than 20 years
6.34975184457305E+017,Brisbane North Institute of TAFE,Non-Delivery (corporate),2013,Resignation,-,-,-,-,-,-,-,-,Study,-,-,-,,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Disagree,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Yes,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,No,Yes,Yes,Yes,Yes,Female,26  30,Contract/casual,Administration (AO),Less than 1 year,Less than 1 year
