last_name,first_name,birthday,gender,type,state,party
Oliver,Frank,1883-10-02,M,rep,NY,Democrat
Osias,Camilo,1889-03-23,,rep,PI,
Parker,Homer,1885-09-25,M,rep,GA,Democrat
Parker,James,1867-06-03,M,rep,NY,Republican
Peavey,Hubert,1881-01-12,,rep,WI,Republican
Pope,James,1884-03-31,M,sen,ID,Democrat
Pou,Edward,1863-09-09,M,rep,NC,Democrat
Prall,Anning,1870-09-17,,rep,NY,Democrat
Ragon,Heartsill,1885-03-20,,rep,AR,Democrat
Rainey,Henry,1860-08-20,M,rep,IL,Democrat
Reid,Frank,1879-04-18,M,rep,IL,Republican
Ruffin,James,1893-07-24,M,rep,MO,Democrat
Shallenberger,Ashton,1862-12-23,,rep,NE,Democrat
Shoemaker,Francis,1889-04-25,,rep,MN,Farmer-Labor
Simpson,James,1905-01-07,M,rep,IL,Republican
Sinclair,James,1871-10-09,M,rep,ND,Republican
Stalker,Gale,1889-11-07,,rep,NY,Republican
Steiwer,Frederick,1883-10-13,M,sen,OR,Republican
Stokes,Edward,1880-09-29,M,rep,PA,Republican
Strong,Nathan,1859-11-12,M,rep,PA,Republican
Strong,Sterling,1862-08-17,,rep,TX,Democrat
Studley,Elmer,1869-09-24,,rep,NY,Democrat
Swank,Fletcher,1875-04-24,,rep,OK,Democrat
Swick,Jesse,1879-08-06,,rep,PA,Republican
Terrell,George,1862-12-05,M,rep,TX,Democrat
Thompson,William,1853-12-14,M,sen,NE,Democrat
Traeger,William,1880-02-26,M,rep,CA,Republican
Utterback,John,1872-07-12,M,rep,ME,Democrat
Waldron,Alfred,1865-09-21,M,rep,PA,Republican
Watson,Henry,1856-06-24,M,rep,PA,Republican
Weideman,Carl,1898-03-05,M,rep,MI,Democrat
West,Charles,1895-01-12,M,rep,OH,Democrat
Whitley,James,1872-05-24,M,rep,NY,Republican
Willford,Albert,1877-09-21,M,rep,IA,Democrat
Hunter,Richard,1884-12-03,M,sen,NE,Democrat
Adair,Jackson,1887-02-23,,rep,IL,Democrat
Andrew,Abram,1873-02-12,,rep,MA,Republican
Arnold,William,1877-10-14,M,rep,IL,Democrat
Ashurst,Henry,1874-09-13,M,sen,AZ,Democrat
Ayers,Roy,1882-11-09,,rep,MT,Democrat
Bacharach,Isaac,1870-01-05,M,rep,NJ,Republican
Benson,Elmer,1895-09-22,,sen,MN,Farmer-Labor
Berlin,William,1880-03-29,M,rep,PA,Democrat
Blanton,Thomas,1872-10-25,M,rep,TX,Democrat
Brennan,Martin,1879-09-21,M,rep,IL,Democrat
Brooks,Joshua,1884-02-27,M,rep,PA,Democrat
Brunner,William,1887-09-15,M,rep,NY,Democrat
Buckbee,John,1871-08-01,M,rep,IL,Republican
Burke,Edward,1880-11-28,M,sen,NE,Democrat
Burnham,George,1868-12-28,M,rep,CA,Republican
Byrns,Joseph,1869-07-20,M,rep,TN,Democrat
Carden,Cap,1866-12-17,,rep,KY,Democrat
Carmichael,Archibald,1864-06-17,M,rep,AL,Democrat
Carpenter,William,1894-04-24,M,rep,KS,Democrat
Cary,Glover,1885-05-01,,rep,KY,Democrat
Castellow,Bryant,1876-07-29,,rep,GA,Democrat
Cavicchia,Peter,1879-05-22,M,rep,NJ,Republican
Christianson,Theodore,1883-09-12,M,rep,MN,Republican
Claiborne,James,1882-06-22,M,rep,MO,Democrat
Collins,Samuel,1895-08-06,M,rep,CA,Republican
Condon,Francis,1891-11-11,,rep,RI,Democrat
Cooper,John,1872-04-27,M,rep,OH,Republican
Copeland,Royal,1868-11-07,,sen,NY,Democrat
Corning,Parker,1874-01-22,,rep,NY,Democrat
Cross,Oliver,1868-07-13,M,rep,TX,Democrat
Dear,Cleveland,1888-08-22,,rep,LA,Democrat
Delgado,Francisco,1886-01-25,,rep,PI,
Dietrich,Charles,1889-07-30,M,rep,PA,Democrat
Dobbins,Donald,1878-03-20,M,rep,IL,Democrat
Donahey,Alvin,1873-07-07,,sen,OH,Democrat
Doutrich,Isaac,1871-12-19,M,rep,PA,Republican
Driscoll,Denis,1871-03-27,,rep,PA,Democrat
Duffey,Warren,1886-01-24,M,rep,OH,Democrat
Duffy,James,1878-11-25,M,rep,NY,Democrat
Dunn,Aubert,1896-11-20,,rep,MS,Democrat
Eagle,Joe,1870-01-23,,rep,TX,Democrat
Earhart,Daniel,1907-05-28,M,rep,OH,Democrat
Ekwall,William,1887-06-14,M,rep,OR,Republican
Fenerty,Clare,1895-07-25,,rep,PA,Republican
Fiesinger,William,1877-10-25,M,rep,OH,Democrat
Frazier,Lynn,1874-12-21,,sen,ND,Republican
Gassaway,Percy,1885-08-30,,rep,OK,Democrat
Granfield,William,1889-12-18,M,rep,MA,Democrat
Greenway,Isabella,1886-03-22,,rep,AZ,Democrat
Gregory,William,1877-10-21,M,rep,KY,Democrat
Griffin,Anthony,1866-04-01,M,rep,NY,Democrat
Guevara,Pedro,1879-02-23,,rep,PI,
Hale,Frederick,1874-10-07,M,sen,ME,Republican
Hamlin,Simon,1866-08-10,,rep,ME,Democrat
Hammond,Peter,1887-06-30,M,rep,OH,Democrat
Higgins,William,1867-03-08,M,rep,CT,Republican
Hill,Samuel,1875-04-02,M,rep,WA,Democrat
Hoeppel,John,1881-02-10,M,rep,CA,Democrat
Hollister,John,1890-11-07,M,rep,OH,Republican
Holt,Rush,1905-06-19,,sen,WV,Democrat
Huddleston,George,1869-11-11,M,rep,AL,Democrat
Igoe,Michael,1885-04-16,M,rep,IL,Democrat
Jacobsen,Bernhard,1862-03-26,,rep,IA,Democrat
Kahn,Florence,1866-11-09,,rep,CA,Republican
Kimball,Henry,1878-08-27,M,rep,MI,Republican
King,William,1863-06-03,M,sen,UT,Democrat
Lehlbach,Frederick,1876-01-31,M,rep,NJ,Republican
Lloyd,Wesley,1883-07-24,,rep,WA,Democrat
Main,Verner,1885-12-16,,rep,MI,Republican
Marshall,Leroy,1883-11-08,,rep,OH,Republican
Mason,Harry,1873-12-16,M,rep,IL,Democrat
McDuffie,John,1883-09-25,M,rep,AL,Democrat
McSwain,John,1875-05-01,M,rep,SC,Democrat
Merritt,Schuyler,1853-12-16,,rep,CT,Republican
Minton,Sherman,1890-10-20,,sen,IN,Democrat
Monaghan,Joseph,1906-03-26,M,rep,MT,Democrat
Montet,Numa,1892-09-17,,rep,LA,Democrat
Moore,Arthur,1877-07-03,M,sen,NJ,Democrat
Moran,Edward,1894-12-29,M,rep,ME,Democrat
Moritz,Theodore,1892-02-10,M,rep,PA,Democrat
Oliver,William,1867-05-23,M,rep,AL,Democrat
Parks,Tilman,1872-05-14,,rep,AR,Democrat
Perkins,Randolph,1871-11-30,,rep,NJ,Republican
Pittman,Key,1872-09-12,,sen,NV,Democrat
Ransley,Harry,1863-02-05,M,rep,PA,Republican
Richardson,William,1886-09-03,M,rep,PA,Democrat
Rogers,William,1892-01-10,M,rep,NH,Democrat
Rudd,Stephen,1874-12-11,M,rep,NY,Democrat
Russell,Richard,1891-03-03,M,rep,MA,Democrat
Sandlin,John,1872-02-24,M,rep,LA,Democrat
Schwellenbach,Lewis,1894-09-20,M,sen,WA,Democrat
Sears,William,1874-12-04,M,rep,FL,Democrat
Sisson,Frederick,1879-03-31,M,rep,NY,Democrat
Stewart,John,1890-06-02,M,rep,DE,Republican
Thomas,William,1880-03-22,M,rep,NY,Republican
Tonry,Richard,1893-09-30,M,rep,NY,Democrat
Townsend,John,1871-05-31,M,sen,DE,Republican
Trammell,Park,1876-04-09,,sen,FL,Democrat
Truax,Charles,1887-02-01,M,rep,OH,Democrat
Turpin,Charles,1878-03-04,M,rep,PA,Republican
Underwood,Mell,1892-01-30,,rep,OH,Democrat
Utterback,Hubert,1880-06-28,,rep,IA,Democrat
Werner,Theodore,1892-06-02,M,rep,SD,Democrat
Wilson,Riley,1871-11-12,,rep,LA,Democrat
Wilson,William,1877-12-06,M,rep,PA,Republican
Zioncheck,Marion,1901-12-05,,rep,WA,Democrat
Brown,Prentiss,1889-06-18,,sen,MI,Democrat
Hill,William,1873-10-17,M,sen,FL,Democrat
Hitchcock,Herbert,1867-08-22,M,sen,SD,Democrat
Howard,Guy,1879-11-28,M,sen,MN,Republican
Loftin,Scott,1878-09-14,,sen,FL,Democrat
Long,Rose,1892-04-08,,sen,LA,Democrat
Albaugh,Walter,1890-01-02,M,rep,OH,Republican
Aleshire,Arthur,1900-02-15,M,rep,OH,Democrat
Allen,William,1883-01-19,M,rep,DE,Democrat
Amlie,Thomas,1897-04-17,M,rep,WI,Progressive
Atkinson,Richard,1894-02-06,M,rep,TN,Democrat
Bacon,Robert,1884-07-23,M,rep,NY,Republican
Bernard,John,1893-03-06,M,rep,MN,Farmer-Labor
Berry,George,1882-09-12,M,sen,TN,Democrat
Biermann,Frederick,1884-03-20,M,rep,IA,Democrat
Bigelow,Herbert,1870-01-04,M,rep,OH,Democrat
Binderup,Charles,1873-03-05,M,rep,NE,Democrat
Boileau,Gerald,1900-01-15,,rep,WI,Progressive
Borah,William,1865-06-29,M,sen,ID,Republican
Boyer,Lewis,1886-05-19,M,rep,IL,Democrat
Boylan,John,1878-09-20,M,rep,NY,Democrat
Buchanan,James,1867-04-30,M,rep,TX,Democrat
Bulow,William,1869-01-13,M,sen,SD,Democrat
Byrnes,James,1882-05-02,M,sen,SC,Democrat
Cannon,Raymond,1894-08-26,M,rep,WI,Democrat
Champion,Edwin,1890-09-18,M,rep,IL,Democrat
Citron,William,1896-08-29,M,rep,CT,Democrat
Colden,Charles,1870-08-24,M,rep,CA,Democrat
Connery,William,1888-08-24,M,rep,MA,Democrat
Crosby,Charles,1876-09-29,M,rep,PA,Democrat
De Muth,Peter,1892-01-01,M,rep,PA,Democrat
Deen,Braswell,1893-06-28,,rep,GA,Democrat
Dixon,Joseph,1879-06-03,M,rep,OH,Democrat
Dockweiler,John,1895-09-19,M,rep,CA,Democrat
Dorsey,Frank,1891-04-26,M,rep,PA,Democrat
Drew,Ira,1878-08-31,,rep,PA,Democrat
Driver,William,1873-03-02,M,rep,AR,Democrat
Eckert,Charles,1868-01-20,M,rep,PA,Democrat
Eicher,Edward,1878-12-16,M,rep,IA,Democrat
Ellenbogen,Henry,1900-04-03,M,rep,PA,Democrat
Farley,James,1871-02-24,M,rep,IN,Democrat
Fleger,Anthony,1900-10-21,M,rep,OH,Democrat
Fletcher,Thomas,1879-10-10,M,rep,OH,Democrat
Focht,Benjamin,1863-03-12,M,rep,PA,Republican
Frey,Oliver,1887-09-07,M,rep,PA,Democrat
Fuller,Claude,1876-01-20,,rep,AR,Democrat
Gambrill,Stephen,1873-10-02,M,rep,MD,Democrat
Gasque,Allard,1873-03-08,,rep,SC,Democrat
Gasque,Elizabeth,1886-02-26,,rep,SC,Democrat
Gildea,James,1890-10-21,M,rep,PA,Democrat
Gingery,Don,1884-02-19,,rep,PA,Democrat
Goodwin,Philip,1882-01-20,M,rep,NY,Republican
Graves,Dixie,1882-07-26,,sen,AL,Democrat
Gray,Finly,1863-07-21,,rep,IN,Democrat
Gray,Joseph,1884-02-25,M,rep,PA,Democrat
Greenwood,Arthur,1880-01-31,M,rep,IN,Democrat
Greever,Paul,1891-09-28,M,rep,WY,Democrat
Griswold,Glenn,1890-01-20,,rep,IN,Democrat
Hamilton,Norman,1877-11-13,,rep,VA,Democrat
Hancock,Franklin,1894-11-01,M,rep,NC,Democrat
Harlan,Byron,1886-10-22,,rep,OH,Democrat
Harrison,Byron,1881-08-29,,sen,MS,Democrat
Herring,Clyde,1879-05-03,,sen,IA,Democrat
Higgins,John,1893-02-19,M,rep,MA,Democrat
Hildebrandt,Fred,1874-08-02,M,rep,SD,Democrat
Hill,Robert,1874-04-18,M,rep,OK,Democrat
Honeyman,Nan,1881-07-15,,rep,OR,Democrat
Hughes,James,1867-01-14,M,sen,DE,Democrat
Jenckes,Virginia,1877-11-06,,rep,IN,Democrat
Johnson,Dewey,1899-03-14,,rep,MN,Farmer-Labor
Kelly,George,1900-12-12,M,rep,NY,Democrat
Kenney,Edward,1884-08-11,M,rep,NJ,Democrat
Kloeb,Frank,1890-06-16,M,rep,OH,Democrat
Kniffin,Frank,1894-04-26,M,rep,OH,Democrat
Kvale,Paul,1896-03-27,M,rep,MN,Farmer-Labor
Lambeth,John,1896-01-10,M,rep,NC,Democrat
Lamneck,Arthur,1880-03-12,M,rep,OH,Democrat
Lanzetta,James,1894-12-21,M,rep,NY,Democrat
Lee,Joshua,1892-01-23,M,sen,OK,Democrat
Lewis,David,1869-05-01,M,rep,MD,Democrat
Lewis,James,1863-05-18,M,sen,IL,Democrat
Logan,Marvel,1874-01-07,,sen,KY,Democrat
Long,Lewis,1883-06-22,M,rep,IL,Democrat
Luckey,Henry,1868-11-22,M,rep,NE,Democrat
Luecke,John,1889-07-04,M,rep,MI,Democrat
Lundeen,Ernest,1878-08-04,M,sen,MN,Farmer-Labor
Mahon,Gabriel,1889-11-11,,rep,SC,Democrat
Maverick,Fontaine,1895-10-23,,rep,TX,Democrat
McFarlane,William,1894-07-17,M,rep,TX,Democrat
McGrath,John,1872-07-23,M,rep,CA,Democrat
McGroarty,John,1862-08-20,M,rep,CA,Democrat
Meeks,James,1864-03-07,M,rep,IL,Democrat
Millard,Charles,1873-12-01,M,rep,NY,Republican
Miller,John,1888-05-15,M,sen,AR,Democrat
Mitchell,John,1877-09-26,M,rep,TN,Democrat
Montague,Andrew,1862-10-03,M,rep,VA,Democrat
Mosier,Harold,1889-07-24,M,rep,OH,Democrat
Norris,George,1861-07-11,M,sen,NE,Independent
O'Connell,Jerry,1909-06-14,,rep,MT,Democrat
O'Connell,John,1872-08-10,M,rep,RI,Democrat
O'Connor,John,1885-11-23,M,rep,NY,Democrat
O'Malley,Thomas,1903-03-24,M,rep,WI,Democrat
O'Neill,Edward,1903-07-10,M,rep,NJ,Democrat
Palmisano,Vincent,1882-08-05,,rep,MD,Democrat
Paredes,Quintin,1884-09-09,,rep,PI,
Patterson,Edward,1895-10-04,M,rep,KS,Democrat
Pettengill,Samuel,1886-01-19,M,rep,IN,Democrat
Peyser,Theodore,1873-02-18,M,rep,NY,Democrat
Phillips,Alfred,1894-04-23,M,rep,CT,Democrat
Quinn,James,1875-09-08,M,rep,PA,Democrat
Reilly,Michael,1869-07-15,M,rep,WI,Democrat
Rigney,Hugh,1873-07-31,M,rep,IL,Democrat
Roy,Alphonse,1897-10-26,,rep,NH,Democrat
Sanders,Morgan,1878-07-14,,rep,TX,Democrat
Schneider,George,1877-10-30,M,rep,WI,Progressive
Schwartz,Henry,1869-05-18,M,sen,WY,Democrat
Scott,Byron,1903-03-21,,rep,CA,Democrat
Sheppard,Morris,1875-05-28,,sen,TX,Democrat
Smathers,William,1891-01-07,M,sen,NJ,Democrat
Smith,Gomer,1896-07-11,,rep,OK,Democrat
Snell,Bertrand,1870-12-09,,rep,NY,Republican
Stack,Michael,1888-09-29,M,rep,PA,Democrat
Stubbs,Henry,1881-03-04,M,rep,CA,Democrat
Swope,Guy,1892-12-26,M,rep,PA,Democrat
Taylor,John,1890-03-02,M,rep,SC,Democrat
Teigan,Henry,1881-08-07,M,rep,MN,Farmer-Labor
Thompson,Chester,1893-09-19,M,rep,IL,Democrat
Thurston,Lloyd,1880-03-27,,rep,IA,Republican
Towey,Frank,1895-11-05,M,rep,NJ,Democrat
Transue,Andrew,1903-01-12,M,rep,MI,Democrat
Vinson,Frederick,1890-01-22,M,rep,KY,Democrat
Wearin,Otha,1903-01-10,,rep,IA,Democrat
Wilcox,James,1890-05-21,M,rep,FL,Democrat
Barry,Alexander,1892-08-23,M,sen,OR,Republican
Milton,John,1881-01-21,M,sen,NJ,Democrat
Pyle,Gladys,1890-10-04,,sen,SD,Republican
Reames,Alfred,1870-02-05,M,sen,OR,Democrat
Storke,Thomas,1876-11-23,M,sen,CA,Democrat
Adams,Alva,1875-10-29,,sen,CO,Democrat
Alexander,John,1893-07-16,M,rep,MN,Republican
Allen,Robert,1902-08-24,M,rep,PA,Democrat
Anderson,Charles,1899-09-26,M,rep,MO,Democrat
Ashbrook,William,1867-07-01,M,rep,OH,Democrat
Austin,Albert,1877-11-15,M,rep,CT,Republican
Ball,Thomas,1896-02-12,M,rep,CT,Republican
Bankhead,William,1874-04-12,M,rep,AL,Democrat
Barton,Bruce,1886-08-05,,rep,NY,Republican
Bolton,Chester,1882-09-05,M,rep,OH,Republican
Bone,Homer,1883-01-25,M,sen,WA,Democrat
Burney,William,1893-09-11,M,rep,CO,Democrat
Byrns,Joseph,1903-08-15,M,rep,TN,Democrat
Caldwell,Millard,1897-02-06,,rep,FL,Democrat
Caraway,Hattie,1878-02-01,,sen,AR,Democrat
Chandler,Walter,1887-10-05,M,rep,TN,Democrat
Clark,David,1902-04-02,M,sen,ID,Democrat
Clark,Joel,1890-01-08,M,sen,MO,Democrat
Cravens,William,1872-01-17,M,rep,AR,Democrat
Crowe,Eugene,1878-01-05,M,rep,IN,Democrat
Cummings,Fred,1864-09-18,M,rep,CO,Democrat
Curley,Edward,1873-05-23,M,rep,NY,Democrat
Daly,John,1872-02-13,M,rep,PA,Democrat
Danaher,John,1899-01-09,M,sen,CT,Republican
Darrow,George,1859-02-04,M,rep,PA,Republican
Davis,James,1873-10-27,M,sen,PA,Republican
De Rouen,René,1874-01-07,,rep,LA,Democrat
Dowell,Cassius,1864-02-29,,rep,IA,Republican
Dunn,Matthew,1886-08-15,M,rep,PA,Democrat
Eaton,Thomas,1896-08-03,M,rep,CA,Republican
Evans,Marcellus,1884-09-22,,rep,NY,Democrat
Ferguson,Phillip,1903-08-15,,rep,OK,Democrat
Fernández,Joachim,1896-08-14,,rep,LA,Democrat
Fries,Frank,1893-05-01,M,rep,IL,Democrat
Garrett,Clyde,1885-12-16,,rep,TX,Democrat
Gartner,Fred,1896-03-14,M,rep,PA,Republican
Gibbs,Florence,1890-04-04,,rep,GA,Democrat
Gibbs,Willis,1889-04-15,,rep,GA,Democrat
Gibson,Ernest,1872-12-29,M,sen,VT,Republican
Goldsborough,Thomas,1877-09-16,M,rep,MD,Democrat
Goodwin,Robert,1905-05-23,M,rep,IA,Republican
Griffith,John,1882-10-16,M,rep,LA,Democrat
Griswold,Harry,1886-05-19,M,rep,WI,Republican
Harter,John,1897-09-01,M,rep,NY,Republican
Hawks,Charles,1899-07-07,M,rep,WI,Republican
Heinke,George,1882-07-22,M,rep,NE,Republican
Holman,Rufus,1877-10-14,M,sen,OR,Republican
Horton,Frank,1882-10-18,M,rep,WY,Republican
Iglesias,Santiago,1872-02-22,,rep,PR,Coalitionist
Jeffries,Walter,1893-10-16,M,rep,NJ,Republican
Jones,John,1886-02-26,M,rep,TX,Democrat
Keller,Kent,1867-06-04,,rep,IL,Democrat
Kennedy,Ambrose,1893-01-06,,rep,MD,Democrat
Kitchens,Wade,1878-12-26,,rep,AR,Democrat
Lord,Bert,1869-12-04,,rep,NY,Republican
Luce,Robert,1862-12-02,M,rep,MA,Republican
Mapes,Carl,1874-12-26,M,rep,MI,Republican
Marshall,Lycurgus,1888-07-09,,rep,OH,Republican
Martin,John,1868-04-10,M,rep,CO,Democrat
Martin,John,1880-04-29,M,rep,IL,Democrat
McAndrews,James,1862-10-22,M,rep,IL,Democrat
McLeod,Clarence,1895-07-03,,rep,MI,Republican
McMillan,Clara,1894-08-17,,rep,SC,Democrat
McMillan,Thomas,1888-11-27,M,rep,SC,Democrat
McReynolds,Samuel,1872-04-16,M,rep,TN,Democrat
Mouton,Robert,1892-10-20,M,rep,LA,Democrat
Nye,Gerald,1892-12-19,,sen,ND,Republican
Owen,Emmett,1877-10-19,,rep,GA,Democrat
Parsons,Claude,1895-10-07,,rep,IL,Democrat
Pierce,Wallace,1881-12-09,,rep,NY,Republican
Reynolds,Robert,1884-06-18,M,sen,NC,Democrat
Risk,Charles,1897-08-19,M,rep,RI,Republican
Routzohn,Harry,1881-11-04,M,rep,OH,Republican
Ryan,Elmer,1907-05-26,,rep,MN,Democrat
Sandager,Harry,1887-04-12,M,rep,RI,Republican
Schafer,John,1893-05-07,M,rep,WI,Republican
Seccombe,James,1893-02-12,M,rep,OH,Republican
Seger,George,1866-01-04,M,rep,NJ,Republican
Sirovich,William,1882-03-18,M,rep,NY,Democrat
Slattery,James,1878-07-29,M,sen,IL,Democrat
Smith,Clyde,1876-06-09,,rep,ME,Republican
Smith,Ellison,1864-08-01,,sen,SC,Democrat
Smith,Thomas,1890-04-26,M,rep,IL,Democrat
Sullivan,Christopher,1870-07-14,M,rep,NY,Democrat
Sweet,John,1880-09-01,M,rep,NE,Republican
Taylor,James,1880-08-28,M,rep,TN,Republican
Thorkelson,Jacob,1876-09-24,M,rep,MT,Republican
Turner,Clarence,1866-10-22,,rep,TN,Democrat
Van Nuys,Frederick,1874-04-16,M,sen,IN,Democrat
Warren,Lindsay,1889-12-16,,rep,NC,Democrat
Weatherford,Zadoc,1888-02-04,,rep,AL,Democrat
White,Dudley,1901-01-03,M,rep,OH,Republican
Williams,George,1877-10-21,M,rep,DE,Republican
Wood,Reuben,1884-08-07,M,rep,MO,Democrat
Gibson,Ernest,1901-03-06,M,sen,VT,Republican
Wallgren,Monrad,1891-04-17,,sen,WA,Democrat
Andrews,Charles,1877-03-07,M,sen,FL,Democrat
Arnold,Laurence,1891-06-08,,rep,IL,Democrat
Austin,Warren,1877-11-12,M,sen,VT,Republican
Bankhead,Walter,1897-07-21,M,rep,AL,Democrat
Barbour,William,1888-07-31,M,sen,NJ,Republican
Barnes,James,1899-01-09,M,rep,IL,Democrat
Beam,Harry,1892-11-23,M,rep,IL,Democrat
Beiter,Alfred,1894-07-07,M,rep,NY,Democrat
Bennett,Philip,1881-03-05,M,rep,MO,Republican
Bilbo,Theodore,1877-10-13,M,sen,MS,Democrat
Boehne,John,1895-03-02,M,rep,IN,Democrat
Boland,Patrick,1880-01-06,M,rep,PA,Democrat
Boland,Veronica,1899-03-18,,rep,PA,Democrat
Bolles,Stephen,1866-06-25,M,rep,WI,Republican
Buck,Frank,1887-09-23,M,rep,CA,Democrat
Buckler,Richard,1865-10-27,M,rep,MN,Farmer-Labor
Burton,Harold,1888-06-22,M,sen,OH,Republican
Byron,Katharine,1903-10-25,,rep,MD,Democrat
Byron,William,1895-05-15,M,rep,MD,Democrat
Cartwright,Wilburn,1892-01-12,,rep,OK,Democrat
Casey,Joseph,1898-12-27,M,rep,MA,Democrat
Claypool,Harold,1886-06-02,M,rep,OH,Democrat
Cluett,Ernest,1874-07-13,M,rep,NY,Republican
Coffee,Harry,1890-03-16,M,rep,NE,Democrat
Cole,William,1889-05-11,M,rep,MD,Democrat
Collins,Ross,1880-04-25,,rep,MS,Democrat
Connery,Lawrence,1895-10-17,M,rep,MA,Democrat
Copeland,Oren,1887-03-16,,rep,NE,Republican
Crowther,Frank,1870-07-10,M,rep,NY,Republican
Darden,Colgate,1897-02-11,,rep,VA,Democrat
Davis,Jacob,1905-10-31,M,rep,OH,Democrat
Downs,Le,1900-04-11,,rep,CT,Democrat
Doxey,Wall,1892-08-08,,sen,MS,Democrat
Duncan,Richard,1889-11-10,M,rep,MO,Democrat
Edelstein,Morris,1888-02-05,,rep,NY,Democrat
Edmiston,Andrew,1892-11-13,M,rep,WV,Democrat
Eliot,Thomas,1907-06-14,M,rep,MA,Democrat
Ellis,Clyde,1908-12-21,,rep,AR,Democrat
Faddis,Charles,1890-06-13,M,rep,PA,Democrat
Fitzgerald,William,1887-03-02,M,rep,CT,Democrat
Flaherty,Thomas,1898-12-21,M,rep,MA,Democrat
Flannery,John,1898-04-19,M,rep,PA,Democrat
Folger,Alonzo,1888-07-09,,rep,NC,Democrat
Ford,Aaron,1903-12-21,M,rep,MS,Democrat
Ford,Leland,1893-03-08,,rep,CA,Republican
Gehrmann,Bernard,1880-02-13,,rep,WI,Progressive
Gerry,Peter,1879-09-18,M,sen,RI,Democrat
Geyer,Lee,1888-09-09,,rep,CA,Democrat
Guffey,Joseph,1870-12-29,M,sen,PA,Democrat
Haines,Harry,1880-02-01,M,rep,PA,Democrat
Harrington,Vincent,1903-05-16,,rep,IA,Democrat
Harter,Dow,1885-01-02,,rep,OH,Democrat
Healey,Arthur,1889-12-29,M,rep,MA,Democrat
Hill,Knute,1876-07-31,,rep,WA,Democrat
Holbrock,Greg,1906-06-21,,rep,OH,Democrat
Houston,Andrew,1854-06-21,M,sen,TX,Democrat
Houston,John,1890-09-15,M,rep,KS,Democrat
Hunter,John,1896-10-19,M,rep,OH,Democrat
Imhoff,Lawrence,1895-12-28,M,rep,OH,Democrat
Jacobsen,William,1887-01-15,M,rep,IA,Democrat
Jarrett,Benjamin,1881-07-18,M,rep,PA,Republican
Jenks,Arthur,1866-10-15,M,rep,NH,Republican
Johns,Joshua,1881-02-27,M,rep,WI,Republican
Johnson,George,1869-11-10,M,rep,WV,Democrat
Johnson,Hiram,1866-09-02,,sen,CA,Republican
Kennedy,Michael,1897-10-25,M,rep,NY,Democrat
King,Samuel,1886-12-17,M,rep,HI,Republican
Kocialkowski,Leo,1882-08-16,,rep,IL,Democrat
Kramer,Charles,1879-04-18,M,rep,CA,Democrat
La Follette,Robert,1895-02-06,M,sen,WI,Progressive
Larrabee,William,1870-02-21,M,rep,IN,Democrat
Leavy,Charles,1884-02-16,M,rep,WA,Democrat
Lumpkin,Alva,1886-11-13,,sen,SC,Democrat
Maciejewski,Anton,1893-01-03,,rep,IL,Democrat
Maciora,Lucien,1902-08-17,,rep,CT,Democrat
Maloney,Francis,1894-03-31,,sen,CT,Democrat
Massingale,Samuel,1870-08-02,M,rep,OK,Democrat
McArdle,Joseph,1903-06-29,M,rep,PA,Democrat
McIntyre,John,1904-12-17,M,rep,WY,Democrat
McKeough,Raymond,1888-04-29,M,rep,IL,Democrat
McLaughlin,Charles,1887-06-19,M,rep,NE,Democrat
Mead,James,1885-12-27,M,sen,NY,Democrat
Meyer,John,1899-05-15,M,rep,MD,Democrat
Mills,Newt,1899-09-27,,rep,LA,Democrat
Mitchell,Arthur,1883-12-22,M,rep,IL,Democrat
Moser,Guy,1886-01-23,M,rep,PA,Democrat
Murdock,Orrice,1893-07-18,,sen,UT,Democrat
Narey,Harry,1885-05-15,M,rep,IA,Republican
Nelson,William,1875-08-04,M,rep,MO,Democrat
O'Day,Caroline,1875-06-22,,rep,NY,Democrat
Paddock,George,1885-03-24,M,rep,IL,Republican
Peace,Roger,1899-05-19,M,sen,SC,Democrat
Pearson,Herron,1890-07-31,,rep,TN,Democrat
Pheiffer,William,1898-07-15,M,rep,NY,Republican
Pierce,Walter,1861-05-30,M,rep,OR,Democrat
Plauché,Vance,1897-08-25,,rep,LA,Democrat
Radcliffe,George,1877-08-22,M,sen,MD,Democrat
Rankin,Jeannette,1880-06-11,,rep,MT,Republican
Rockefeller,Lewis,1875-11-25,M,rep,NY,Republican
Rogers,Will,1898-12-12,,rep,OK,Democrat
Romjue,Milton,1874-12-05,M,rep,MO,Democrat
Rosier,Joseph,1870-01-24,M,sen,WV,Democrat
Rutherford,Albert,1879-01-03,M,rep,PA,Republican
Sacks,Leon,1902-10-07,,rep,PA,Democrat
Sanders,Jared,1892-04-20,,rep,LA,Democrat
Schaefer,Edwin,1887-05-14,M,rep,IL,Democrat
Schulte,William,1890-08-19,M,rep,IN,Democrat
Schwert,Pius,1892-11-22,,rep,NY,Democrat
Shanley,James,1896-04-01,M,rep,CT,Democrat
Shannon,Joseph,1867-03-17,M,rep,MO,Democrat
Shipstead,Henrik,1881-01-08,,sen,MN,Republican
Simpson,Kenneth,1895-05-04,M,rep,NY,Republican
Smith,Francis,1911-09-25,,rep,PA,Democrat
Smith,John,1904-01-25,M,rep,CT,Democrat
Smith,Martin,1891-05-28,M,rep,WA,Democrat
South,Charles,1892-07-22,M,rep,TX,Democrat
Spencer,George,1893-03-27,M,sen,AR,Democrat
